	V1	AVG	name
5642	-0.9902	-0.9902	Q05481
6931	-0.9903	-0.9903	Q2M243
15720	-0.9903	-0.9903	Q9UF47
5022	-0.9912	-0.9912	P57059
10276	-0.9914	-0.9914	Q8N628
834	-0.9916	-0.9916	O14830
10470	-0.9917	-0.9917	Q8N9Z0
13936	-0.9917	-0.9917	Q9H069
16076	-0.9918	-0.9918	Q9UL58
14659	-0.9919	-0.9919	Q9HCT0
6731	-0.9922	-0.9922	Q15928
7930	-0.9924	-0.9924	Q63HN1
8457	-0.9925	-0.9925	Q6T423
8779	-0.9926	-0.9926	Q6ZTW0
8813	-0.9927	-0.9927	Q6ZVK1
2412	-0.9929	-0.9929	P05014
12673	-0.993	-0.993	Q96MZ0
8724	-0.9931	-0.9931	Q6ZR52
10948	-0.9931	-0.9931	Q8NH09
236	-0.9933	-0.9933	A6NHG9
1668	-0.9934	-0.9934	O75610
2093	-0.9935	-0.9935	O95751
7013	-0.9935	-0.9935	Q30201
16193	-0.994	-0.994	Q9UMS5
13384	-0.9954	-0.9954	Q9BTN0
8242	-0.9957	-0.9957	Q6P050
10035	-0.9957	-0.9957	Q8N159
11043	-0.9958	-0.9958	Q8TAD2
11536	-0.9958	-0.9958	Q8WXB1
10519	-0.9959	-0.9959	Q8NB50
6665	-0.996	-0.996	Q15669
5583	-0.9961	-0.9961	Q03181
15626	-0.9961	-0.9961	Q9UBI4
1653	-0.9962	-0.9962	O75570
11353	-0.9965	-0.9965	Q8WTR4
9119	-0.9968	-0.9968	Q7Z572
8925	-0.997	-0.997	Q7L211
7991	-0.9973	-0.9973	Q68DI1
11758	-0.9973	-0.9973	Q92806
11060	-0.9974	-0.9974	Q8TAM1
11287	-0.9975	-0.9975	Q8TE96
15059	-0.9975	-0.9975	Q9NUS5
10204	-0.9976	-0.9976	Q8N4P6
12740	-0.9979	-0.9979	Q96P09
11262	-0.998	-0.998	Q8TDX9
5802	-0.9981	-0.9981	Q0P6H9
9932	-0.9981	-0.9981	Q8IZD6
10830	-0.9981	-0.9981	Q8NGC2
14757	-0.9985	-0.9985	Q9NPI0
2734	-0.9986	-0.9986	P0C7U1
10400	-0.9987	-0.9987	Q8N8Q8
9064	-0.9988	-0.9988	Q7Z3V5
5011	-0.9994	-0.9994	P56880
15328	-0.9996	-0.9996	Q9NYV8
9687	-0.9997	-0.9997	Q8IVV2
13443	-0.9998	-0.9998	Q9BUY5
10939	-1.0005	-1.0005	Q8NGZ4
5085	-1.0013	-1.0013	P59282
8891	-1.0014	-1.0014	Q76B58
2955	-1.0019	-1.0019	P12643
2411	-1.0024	-1.0024	P05013
16756	-1.0026	-1.0026	Q9Y5I2
11248	-1.003	-1.003	Q8TDS7
11181	-1.0035	-1.0035	Q8TCU3
13294	-1.0036	-1.0036	Q9BRR3
1349	-1.0037	-1.0037	O60422
12193	-1.0039	-1.0039	Q96EG3
12697	-1.0049	-1.0049	Q96NB1
8569	-1.005	-1.005	Q6UXT9
7082	-1.0051	-1.0051	Q3SXR2
168	-1.0057	-1.0057	A6NDI0
436	-1.006	-1.006	A8MYV0
6809	-1.0065	-1.0065	Q16635
9183	-1.0065	-1.0065	Q7Z6R9
7638	-1.0067	-1.0067	Q5T5S1
10825	-1.0069	-1.0069	Q8NGA8
14972	-1.0069	-1.0069	Q9NS98
5090	-1.0069	-1.0069	P59536
7899	-1.007	-1.007	Q5W041
9086	-1.0076	-1.0076	Q7Z449
4664	-1.0091	-1.0091	P51170
12659	-1.0091	-1.0091	Q96MU5
16265	-1.0095	-1.0095	Q9UP65
8613	-1.0096	-1.0096	Q6X784
1901	-1.01	-1.01	O95007
3944	-1.01	-1.01	P33076
4011	-1.0103	-1.0103	P35346
9703	-1.0104	-1.0104	Q8IW52
14154	-1.0104	-1.0104	Q9H3E2
6715	-1.0106	-1.0106	Q15835
1065	-1.011	-1.011	O43147
15286	-1.0112	-1.0112	Q9NYA1
4112	-1.0115	-1.0115	P37088
8074	-1.0115	-1.0115	Q6GTS8
8412	-1.012	-1.012	Q6PK81
7245	-1.0123	-1.0123	Q53F39
2770	-1.0125	-1.0125	P0CI01
8361	-1.0126	-1.0126	Q6PF15
11414	-1.0128	-1.0128	Q8WUY8
16055	-1.0134	-1.0134	Q9UKZ9
1942	-1.0135	-1.0135	O95199
11039	-1.0135	-1.0135	Q8TAB5
1396	-1.0138	-1.0138	O60609
5787	-1.0141	-1.0141	Q09FC8
9243	-1.0144	-1.0144	Q86SQ9
15551	-1.0146	-1.0146	Q9P2G3
14080	-1.0148	-1.0148	Q9H293
13729	-1.015	-1.015	Q9BZ11
7723	-1.0154	-1.0154	Q5TF39
56	-1.0161	-1.0161	A2A2Y4
12871	-1.0165	-1.0165	Q96R69
355	-1.0169	-1.0169	A6PVS8
16032	-1.0169	-1.0169	Q9UKT7
12924	-1.0171	-1.0171	Q96S16
1136	-1.0172	-1.0172	O43361
1929	-1.0172	-1.0172	O95157
10467	-1.0179	-1.0179	Q8N9W5
11365	-1.0181	-1.0181	Q8WTW4
12869	-1.0182	-1.0182	Q96R54
5062	-1.0183	-1.0183	P58182
16750	-1.0183	-1.0183	Q9Y5H6
16763	-1.0187	-1.0187	Q9Y5K2
9414	-1.0191	-1.0191	Q86W10
2027	-1.0195	-1.0195	O95455
9640	-1.0195	-1.0195	Q8IV31
121	-1.0196	-1.0196	A5D8V7
8795	-1.0196	-1.0196	Q6ZUS6
10747	-1.0196	-1.0196	Q8NFA2
13099	-1.0198	-1.0198	Q99712
137	-1.0202	-1.0202	A6NC51
16378	-1.0206	-1.0206	Q9Y239
5805	-1.0207	-1.0207	Q0VAA5
406	-1.0211	-1.0211	A8MUP6
8807	-1.0215	-1.0215	Q6ZV89
13912	-1.0215	-1.0215	Q9GZV9
214	-1.0216	-1.0216	A6NGB7
10799	-1.0217	-1.0217	Q8NG04
11361	-1.0218	-1.0218	Q8WTU2
8517	-1.022	-1.022	Q6UWV6
7189	-1.023	-1.023	Q4KMZ1
14755	-1.0232	-1.0232	Q9NPH6
14161	-1.0235	-1.0235	Q9H3J6
10924	-1.0238	-1.0238	Q8NGV7
11509	-1.0239	-1.0239	Q8WWQ2
14906	-1.024	-1.024	Q9NRH1
3114	-1.0243	-1.0243	P15622
11440	-1.0243	-1.0243	Q8WVE0
9993	-1.0247	-1.0247	Q8N0X2
11840	-1.0247	-1.0247	Q93033
13820	-1.0247	-1.0247	Q9C099
8364	-1.0251	-1.0251	Q6PG37
7685	-1.0251	-1.0251	Q5T9Z0
15273	-1.0254	-1.0254	Q9NY56
10527	-1.0259	-1.0259	Q8NBD8
5791	-1.0261	-1.0261	Q0D2J5
1694	-1.0262	-1.0262	O75716
15263	-1.0262	-1.0262	Q9NY26
2177	-1.0269	-1.0269	O96001
8927	-1.0271	-1.0271	Q7L273
4064	-1.0275	-1.0275	P35789
9902	-1.0275	-1.0275	Q8IYX1
8872	-1.0277	-1.0277	Q719I0
14072	-1.0278	-1.0278	Q9H244
15089	-1.0278	-1.0278	Q9NVE4
5774	-1.028	-1.028	Q08ER8
58	-1.0282	-1.0282	A2A368
12439	-1.0284	-1.0284	Q96JC4
7924	-1.0287	-1.0287	Q60I27
11136	-1.0288	-1.0288	Q8TBZ8
133	-1.029	-1.029	A5YM72
16112	-1.0299	-1.0299	Q9ULI2
5095	-1.03	-1.03	P59542
5552	-1.031	-1.031	Q02643
10856	-1.0313	-1.0313	Q8NGH7
4269	-1.0318	-1.0318	P42857
12485	-1.0319	-1.0319	Q96K31
1395	-1.032	-1.032	O60603
7472	-1.0321	-1.0321	Q5JXA9
13334	-1.0322	-1.0322	Q9BSJ1
10331	-1.0324	-1.0324	Q8N729
6094	-1.0326	-1.0326	Q13478
14823	-1.0327	-1.0327	Q9NQR9
11611	-1.0331	-1.0331	Q8WZ19
16876	-1.0331	-1.0331	Q9Y6F1
9146	-1.0332	-1.0332	Q7Z5U6
3770	-1.0333	-1.0333	P29376
5394	-1.0334	-1.0334	P86397
311	-1.0338	-1.0338	A6NLP5
12997	-1.0338	-1.0338	Q99062
7172	-1.0346	-1.0346	Q4G0W2
5799	-1.035	-1.035	Q0P651
326	-1.0356	-1.0356	A6NMD0
1028	-1.0357	-1.0357	O15466
11494	-1.0357	-1.0357	Q8WWF8
16726	-1.036	-1.036	Q9Y5E8
7150	-1.0361	-1.0361	Q49AM1
13782	-1.0361	-1.0361	Q9BZQ2
228	-1.0362	-1.0362	A6NGW2
3159	-1.0362	-1.0362	P16415
8950	-1.0363	-1.0363	Q7L5A8
13357	-1.0363	-1.0363	Q9BT17
10134	-1.0365	-1.0365	Q8N3J2
3343	-1.0368	-1.0368	P20062
7155	-1.037	-1.037	Q49MI3
10392	-1.0374	-1.0374	Q8N8J6
781	-1.0378	-1.0378	O14669
7129	-1.038	-1.038	Q495T6
12453	-1.0384	-1.0384	Q96JJ6
8036	-1.0388	-1.0388	Q6BDI9
9076	-1.039	-1.039	Q7Z407
12611	-1.0397	-1.0397	Q96M86
196	-1.0399	-1.0399	A6NF34
10976	-1.0399	-1.0399	Q8NHB7
10781	-1.0403	-1.0403	Q8NFU1
10566	-1.0411	-1.0411	Q8NC01
7935	-1.0412	-1.0412	Q63ZE4
4486	-1.0414	-1.0414	P48995
8654	-1.0414	-1.0414	Q6ZMS4
598	-1.0418	-1.0418	O00219
14734	-1.0422	-1.0422	Q9NPC8
13472	-1.0428	-1.0428	Q9BVG3
105	-1.0429	-1.0429	A4D2B0
9485	-1.043	-1.043	Q86XE3
1580	-1.0434	-1.0434	O75355
12529	-1.0434	-1.0434	Q96KX0
57	-1.0444	-1.0444	A2A2Z9
6747	-1.045	-1.045	Q16281
11876	-1.045	-1.045	Q969H0
8003	-1.0453	-1.0453	Q68EA5
7088	-1.0457	-1.0457	Q3SY52
10979	-1.0458	-1.0458	Q8NHC5
10218	-1.0459	-1.0459	Q8N4Y2
12691	-1.046	-1.046	Q96N77
16329	-1.0463	-1.0463	Q9UQ49
8274	-1.0467	-1.0467	Q6P2D0
10764	-1.0467	-1.0467	Q8NFK1
15628	-1.0469	-1.0469	Q9UBJ2
1924	-1.047	-1.047	O95150
11702	-1.047	-1.047	Q92624
375	-1.0473	-1.0473	A8K5M9
7321	-1.0479	-1.0479	Q59EK9
11236	-1.048	-1.048	Q8TDN2
3551	-1.0483	-1.0483	P23677
14682	-1.0484	-1.0484	Q9HDD0
1500	-1.0485	-1.0485	O75072
3731	-1.049	-1.049	P28476
127	-1.0491	-1.0491	A5PLL1
10716	-1.0497	-1.0497	Q8NEP9
16855	-1.05	-1.05	Q9Y693
10164	-1.0506	-1.0506	Q8N434
16591	-1.0511	-1.0511	Q9Y3N9
15235	-1.0512	-1.0512	Q9NXI6
5539	-1.0513	-1.0513	Q02386
12068	-1.0513	-1.0513	Q96C45
7319	-1.0513	-1.0513	Q58HT5
7594	-1.0514	-1.0514	Q5T1B0
4110	-1.0517	-1.0517	P37058
9646	-1.052	-1.052	Q8IV42
5337	-1.0521	-1.0521	P78543
10496	-1.0521	-1.0521	Q8NAC3
4311	-1.0522	-1.0522	P43365
8644	-1.0524	-1.0524	Q6ZMJ2
15562	-1.0526	-1.0526	Q9P2J9
694	-1.0527	-1.0527	O00574
10161	-1.0529	-1.0529	Q8N427
2086	-1.0531	-1.0531	O95718
7360	-1.0533	-1.0533	Q5FWF6
9837	-1.0534	-1.0534	Q8IY85
14498	-1.0536	-1.0536	Q9HAQ2
12719	-1.0545	-1.0545	Q96NN9
8355	-1.055	-1.055	Q6PEX7
825	-1.0554	-1.0554	O14804
10610	-1.0554	-1.0554	Q8NCS4
10368	-1.0573	-1.0573	Q8N819
15377	-1.0577	-1.0577	Q9NZI2
14987	-1.058	-1.058	Q9NSG2
16723	-1.058	-1.058	Q9Y5E5
35	-1.0588	-1.0588	A1A5B4
2730	-1.0588	-1.0588	P0C7Q6
15182	-1.0588	-1.0588	Q9NWX5
7459	-1.0589	-1.0589	Q5JV73
8028	-1.059	-1.059	Q6AZW8
1829	-1.059	-1.059	O94810
10895	-1.0597	-1.0597	Q8NGQ5
11131	-1.0597	-1.0597	Q8TBY9
15814	-1.06	-1.06	Q9UHL3
15561	-1.0603	-1.0603	Q9P2J8
9005	-1.0606	-1.0606	Q7RTU9
9643	-1.0607	-1.0607	Q8IV35
418	-1.0608	-1.0608	A8MVW5
8119	-1.061	-1.061	Q6IPT4
14518	-1.0617	-1.0617	Q9HAY6
16926	-1.0618	-1.0618	Q9Y6S9
1970	-1.0619	-1.0619	O95264
4420	-1.0625	-1.0625	P48051
10182	-1.0625	-1.0625	Q8N4B4
6974	-1.0627	-1.0627	Q2TAA8
3118	-1.063	-1.063	P15813
12009	-1.063	-1.063	Q96B77
10395	-1.0632	-1.0632	Q8N8L6
7455	-1.0638	-1.0638	Q5JUQ0
13105	-1.0638	-1.0638	Q99726
9422	-1.0639	-1.0639	Q86W47
12466	-1.064	-1.064	Q96JP0
14232	-1.0645	-1.0645	Q9H4K1
15244	-1.0646	-1.0646	Q9NXP7
5088	-1.0647	-1.0647	P59534
9773	-1.065	-1.065	Q8IX29
14873	-1.0651	-1.0651	Q9NR61
3661	-1.0652	-1.0652	P26718
9863	-1.0652	-1.0652	Q8IYJ2
12527	-1.0657	-1.0657	Q96KV7
13689	-1.0657	-1.0657	Q9BYJ4
9079	-1.0661	-1.0661	Q7Z412
15902	-1.0664	-1.0664	Q9UJ90
2071	-1.0666	-1.0666	O95661
1567	-1.0672	-1.0672	O75325
14382	-1.0676	-1.0676	Q9H819
10092	-1.0684	-1.0684	Q8N2H4
10826	-1.0685	-1.0685	Q8NGB2
8271	-1.0686	-1.0686	Q6P280
8296	-1.069	-1.069	Q6P461
766	-1.0704	-1.0704	O14628
9122	-1.0707	-1.0707	Q7Z5A4
390	-1.0708	-1.0708	A8MT33
15971	-1.071	-1.071	Q9UK73
4794	-1.0711	-1.0711	P52798
1434	-1.0713	-1.0713	O60765
8777	-1.0714	-1.0714	Q6ZTR7
9525	-1.0714	-1.0714	Q86Y34
8559	-1.0717	-1.0717	Q6UXK2
8325	-1.072	-1.072	Q6P988
6212	-1.0721	-1.0721	Q13939
9149	-1.0724	-1.0724	Q7Z5Y6
9460	-1.0726	-1.0726	Q86WZ0
9381	-1.0733	-1.0733	Q86VH5
8748	-1.0733	-1.0733	Q6ZS72
12743	-1.0737	-1.0737	Q96P20
5771	-1.0739	-1.0739	Q08AI8
14672	-1.0745	-1.0745	Q9HD36
6909	-1.0757	-1.0757	Q1ZYL8
2278	-1.0759	-1.0759	P01568
11349	-1.076	-1.076	Q8WTP8
10365	-1.077	-1.077	Q8N807
10952	-1.0773	-1.0773	Q8NH21
2930	-1.0778	-1.0778	P12018
12080	-1.0781	-1.0781	Q96CD0
11326	-1.0786	-1.0786	Q8TF20
16889	-1.079	-1.079	Q9Y6I7
10634	-1.079	-1.079	Q8ND90
14502	-1.0799	-1.0799	Q9HAT0
10061	-1.081	-1.081	Q8N1L4
11918	-1.081	-1.081	Q969V5
12551	-1.0815	-1.0815	Q96LB0
8350	-1.0819	-1.0819	Q6PDB4
2001	-1.082	-1.082	O95390
261	-1.0826	-1.0826	A6NIM6
14277	-1.0829	-1.0829	Q9H607
1452	-1.083	-1.083	O60858
14675	-1.0832	-1.0832	Q9HD43
8579	-1.084	-1.084	Q6UXZ0
14335	-1.084	-1.084	Q9H741
15500	-1.0843	-1.0843	Q9P218
8372	-1.0847	-1.0847	Q6PI25
11134	-1.0847	-1.0847	Q8TBZ5
3185	-1.0848	-1.0848	P17019
10431	-1.0852	-1.0852	Q8N998
8385	-1.0857	-1.0857	Q6PII5
10414	-1.0857	-1.0857	Q8N8Y5
10896	-1.0857	-1.0857	Q8NGQ6
83	-1.086	-1.086	A2VDF0
11946	-1.086	-1.086	Q96A44
12582	-1.086	-1.086	Q96LT7
14410	-1.0861	-1.0861	Q9H8S5
7928	-1.0864	-1.0864	Q63HM2
10076	-1.087	-1.087	Q8N205
12279	-1.087	-1.087	Q96G04
7890	-1.088	-1.088	Q5VZI3
12776	-1.088	-1.088	Q96PF1
8439	-1.0882	-1.0882	Q6R2W3
11149	-1.0887	-1.0887	Q8TC57
7226	-1.0888	-1.0888	Q50LG9
3748	-1.089	-1.089	P29017
6640	-1.089	-1.089	Q15573
10715	-1.089	-1.089	Q8NEP7
11887	-1.0892	-1.0892	Q969K7
10962	-1.0899	-1.0899	Q8NH63
6507	-1.09	-1.09	Q15040
7635	-1.0902	-1.0902	Q5T5M9
9376	-1.091	-1.091	Q86VF5
11920	-1.091	-1.091	Q969W1
15954	-1.092	-1.092	Q9UK05
12882	-1.0924	-1.0924	Q96RE9
7197	-1.0928	-1.0928	Q4LEZ3
8223	-1.0929	-1.0929	Q6NX49
470	-1.093	-1.093	B2RXH2
13035	-1.093	-1.093	Q99527
15623	-1.093	-1.093	Q9UBH0
8433	-1.0933	-1.0933	Q6QHF9
13271	-1.0933	-1.0933	Q9BRH9
8144	-1.0939	-1.0939	Q6JEL2
12112	-1.0939	-1.0939	Q96CX3
12389	-1.094	-1.094	Q96ID5
12437	-1.094	-1.094	Q96JB8
12590	-1.094	-1.094	Q96LX7
296	-1.0944	-1.0944	A6NKF7
11513	-1.0949	-1.0949	Q8WWU5
9199	-1.095	-1.095	Q7Z7C7
10299	-1.095	-1.095	Q8N6I1
14018	-1.095	-1.095	Q9H172
10064	-1.0956	-1.0956	Q8N1N2
2142	-1.096	-1.096	O95897
16049	-1.096	-1.096	Q9UKY0
3917	-1.0964	-1.0964	P32246
8725	-1.0968	-1.0968	Q6ZR62
12693	-1.097	-1.097	Q96N95
8138	-1.0977	-1.0977	Q6IV72
6114	-1.098	-1.098	Q13519
10264	-1.098	-1.098	Q8N5U1
15464	-1.098	-1.098	Q9P0V8
10192	-1.0981	-1.0981	Q8N4F7
5128	-1.0982	-1.0982	P60568
64	-1.0987	-1.0987	A2PYH4
16063	-1.0996	-1.0996	Q9UL19
10131	-1.0997	-1.0997	Q8N3F9
492	-1.1	-1.1	B9ZVM9
4188	-1.1	-1.1	P41143
16509	-1.1	-1.1	Q9Y2V0
8142	-1.1005	-1.1005	Q6J9G0
2714	-1.1019	-1.1019	P0C2W1
13643	-1.1019	-1.1019	Q9BY27
7284	-1.102	-1.102	Q53RE8
11251	-1.102	-1.102	Q8TDU9
13597	-1.102	-1.102	Q9BXM7
7115	-1.1022	-1.1022	Q3ZCX4
10920	-1.1028	-1.1028	Q8NGU9
1723	-1.103	-1.103	O75838
5473	-1.103	-1.103	Q01151
8836	-1.103	-1.103	Q6ZWI9
15734	-1.103	-1.103	Q9UG22
12868	-1.104	-1.104	Q96R48
14629	-1.104	-1.104	Q9HCJ2
7895	-1.1043	-1.1043	Q5VZQ5
10366	-1.1047	-1.1047	Q8N808
15921	-1.1049	-1.1049	Q9UJN7
5644	-1.105	-1.105	Q05516
7017	-1.105	-1.105	Q32M84
14768	-1.105	-1.105	Q9NPP4
8071	-1.1052	-1.1052	Q6GPH6
14107	-1.106	-1.106	Q9H2K2
6880	-1.1067	-1.1067	Q17RD7
10892	-1.107	-1.107	Q8NGQ1
11186	-1.107	-1.107	Q8TCW7
12512	-1.107	-1.107	Q96KN4
14474	-1.107	-1.107	Q9H9Y4
10997	-1.1075	-1.1075	Q8NHS3
9567	-1.1076	-1.1076	Q86YT5
2274	-1.1077	-1.1077	P01562
8615	-1.1083	-1.1083	Q6XD76
1831	-1.1089	-1.1089	O94812
4782	-1.1089	-1.1089	P52740
4418	-1.109	-1.109	P48048
12720	-1.109	-1.109	Q96NR3
7042	-1.1091	-1.1091	Q3KNS1
3469	-1.11	-1.11	P22301
4364	-1.111	-1.111	P46663
15232	-1.111	-1.111	Q9NXH3
8591	-1.1128	-1.1128	Q6V9R5
1904	-1.113	-1.113	O95045
11572	-1.114	-1.114	Q8WXS4
11609	-1.1148	-1.1148	Q8WYR4
8008	-1.115	-1.115	Q68J44
15314	-1.115	-1.115	Q9NYQ3
15477	-1.1156	-1.1156	Q9P1A2
3879	-1.116	-1.116	P31391
12136	-1.116	-1.116	Q96DE9
13883	-1.116	-1.116	Q9GZP7
16152	-1.116	-1.116	Q9ULV8
7503	-1.117	-1.117	Q5PT55
14172	-1.117	-1.117	Q9H3Q3
16003	-1.117	-1.117	Q9UKJ5
2281	-1.1172	-1.1172	P01571
13839	-1.1172	-1.1172	Q9C0D4
10727	-1.1181	-1.1181	Q8NEV4
1167	-1.1185	-1.1185	O43508
8000	-1.1188	-1.1188	Q68DY1
10605	-1.119	-1.119	Q8NCQ5
15127	-1.1195	-1.1195	Q9NVV9
12678	-1.1197	-1.1197	Q96N19
3481	-1.12	-1.12	P22460
11406	-1.12	-1.12	Q8WUT9
13604	-1.12	-1.12	Q9BXQ6
6594	-1.1208	-1.1208	Q15391
5625	-1.121	-1.121	Q04844
7287	-1.121	-1.121	Q53S58
7479	-1.121	-1.121	Q5JZY3
14469	-1.121	-1.121	Q9H9S5
4785	-1.1216	-1.1216	P52744
235	-1.122	-1.122	A6NH57
3602	-1.122	-1.122	P25092
12758	-1.122	-1.122	Q96P71
7803	-1.122	-1.122	Q5VU92
5599	-1.1223	-1.1223	Q03923
7005	-1.123	-1.123	Q2WEN9
3303	-1.1239	-1.1239	P19235
11977	-1.124	-1.124	Q96AP4
10686	-1.125	-1.125	Q8NEB5
12530	-1.125	-1.125	Q96KX2
1576	-1.1259	-1.1259	O75346
7495	-1.126	-1.126	Q5MNV8
382	-1.127	-1.127	A8MPS7
7209	-1.127	-1.127	Q4VNC1
10842	-1.127	-1.127	Q8NGE9
11489	-1.127	-1.127	Q8WWB5
12717	-1.127	-1.127	Q96NL6
15307	-1.127	-1.127	Q9NYL5
16241	-1.127	-1.127	Q9UNK9
11253	-1.1272	-1.1272	Q8TDV2
9875	-1.1274	-1.1274	Q8IYN0
1663	-1.128	-1.128	O75602
11213	-1.128	-1.128	Q8TD91
29	-1.128	-1.128	A0PK00
1251	-1.128	-1.128	O43820
15375	-1.128	-1.128	Q9NZH7
5587	-1.1286	-1.1286	Q03395
14363	-1.1292	-1.1292	Q9H7R5
10991	-1.1293	-1.1293	Q8NHQ1
6794	-1.13	-1.13	Q16600
484	-1.1307	-1.1307	B7Z1M9
6746	-1.131	-1.131	Q16280
10004	-1.131	-1.131	Q8N100
9057	-1.1311	-1.1311	Q7Z3Q1
4723	-1.132	-1.132	P51801
14653	-1.132	-1.132	Q9HCQ7
9328	-1.132	-1.132	Q86UQ0
8525	-1.1322	-1.1322	Q6UX01
8702	-1.1326	-1.1326	Q6ZNI0
9651	-1.133	-1.133	Q8IV61
10312	-1.133	-1.133	Q8N6N2
14189	-1.133	-1.133	Q9H3Y6
13115	-1.1335	-1.1335	Q99748
85	-1.134	-1.134	A3KFT3
2160	-1.134	-1.134	O95971
13711	-1.134	-1.134	Q9BYT1
9439	-1.135	-1.135	Q86WH2
11520	-1.1351	-1.1351	Q8WWX8
6503	-1.136	-1.136	Q15034
10029	-1.136	-1.136	Q8N145
15639	-1.136	-1.136	Q9UBM8
7376	-1.136	-1.136	Q5H9E4
2632	-1.137	-1.137	P08908
7938	-1.137	-1.137	Q641Q3
8697	-1.137	-1.137	Q6ZNF0
10078	-1.137	-1.137	Q8N239
8753	-1.138	-1.138	Q6ZSB9
12956	-1.138	-1.138	Q96SJ8
13571	-1.138	-1.138	Q9BXC1
13329	-1.1384	-1.1384	Q9BSG1
3449	-1.1389	-1.1389	P21918
442	-1.139	-1.139	A8MZ97
7325	-1.139	-1.139	Q5BJE1
14863	-1.139	-1.139	Q9NR23
11264	-1.14	-1.14	Q8TDY3
16374	-1.14	-1.14	Q9Y234
7679	-1.14	-1.14	Q5T953
13579	-1.141	-1.141	Q9BXI3
7783	-1.1415	-1.1415	Q5VT99
2265	-1.142	-1.142	P01236
2727	-1.142	-1.142	P0C7M8
7563	-1.142	-1.142	Q5SY80
9972	-1.142	-1.142	Q8IZU2
4282	-1.143	-1.143	P43116
5009	-1.143	-1.143	P56851
10950	-1.143	-1.143	Q8NH18
9198	-1.1432	-1.1432	Q7Z7B1
13577	-1.144	-1.144	Q9BXG8
14830	-1.144	-1.144	Q9NQT6
14916	-1.144	-1.144	Q9NRM0
4784	-1.1445	-1.1445	P52742
6938	-1.1445	-1.1445	Q2M329
7016	-1.1449	-1.1449	Q32M78
1278	-1.145	-1.145	O43921
5316	-1.145	-1.145	P78396
8462	-1.145	-1.145	Q6TDP4
16212	-1.145	-1.145	Q9UN67
7636	-1.146	-1.146	Q5T5N4
10873	-1.146	-1.146	Q8NGL0
7080	-1.147	-1.147	Q3SXM0
16167	-1.147	-1.147	Q9ULZ9
5001	-1.1475	-1.1475	P56706
15829	-1.1479	-1.1479	Q9UHV5
4643	-1.148	-1.148	P50876
16426	-1.148	-1.148	Q9Y2C2
12623	-1.1483	-1.1483	Q96MC4
210	-1.149	-1.149	A6NFU8
10189	-1.1491	-1.1491	Q8N4E7
9305	-1.1497	-1.1497	Q86UD4
4154	-1.15	-1.15	P40198
10696	-1.15	-1.15	Q8NEG2
8560	-1.151	-1.151	Q6UXK5
9555	-1.151	-1.151	Q86YL7
9980	-1.151	-1.151	Q8IZY2
12640	-1.151	-1.151	Q96MH7
2620	-1.1514	-1.1514	P08700
7878	-1.152	-1.152	Q5VYY2
13242	-1.152	-1.152	Q9BQP9
16111	-1.152	-1.152	Q9ULI1
1276	-1.153	-1.153	O43916
1331	-1.153	-1.153	O60320
10909	-1.153	-1.153	Q8NGS5
11455	-1.153	-1.153	Q8WVP5
11614	-1.153	-1.153	Q8WZ60
7003	-1.1534	-1.1534	Q2VY69
7340	-1.154	-1.154	Q5CZA5
8100	-1.154	-1.154	Q6IEE7
9524	-1.154	-1.154	Q86Y33
9695	-1.154	-1.154	Q8IW03
2802	-1.1546	-1.1546	P0DKL9
1734	-1.155	-1.155	O75881
5804	-1.155	-1.155	Q0VAA2
11010	-1.155	-1.155	Q8NHX9
12410	-1.155	-1.155	Q96IW2
15137	-1.155	-1.155	Q9NW38
15898	-1.155	-1.155	Q9UJ71
12058	-1.1555	-1.1555	Q96C03
4213	-1.156	-1.156	P41238
9427	-1.156	-1.156	Q86W74
10966	-1.156	-1.156	Q8NH80
16000	-1.156	-1.156	Q9UKJ0
16745	-1.156	-1.156	Q9Y5H1
3597	-1.157	-1.157	P25024
6530	-1.157	-1.157	Q15077
7374	-1.157	-1.157	Q5H8C1
11001	-1.157	-1.157	Q8NHU2
14883	-1.157	-1.157	Q9NR97
2352	-1.1572	-1.1572	P03971
12602	-1.158	-1.158	Q96M32
3846	-1.159	-1.159	P30874
9860	-1.159	-1.159	Q8IYI8
2799	-1.1593	-1.1593	P0DJG4
8228	-1.16	-1.16	Q6NXP6
12247	-1.16	-1.16	Q96FA7
225	-1.161	-1.161	A6NGN9
7305	-1.161	-1.161	Q56A73
10262	-1.161	-1.161	Q8N5T2
10429	-1.161	-1.161	Q8N987
2783	-1.162	-1.162	P0CL83
9625	-1.162	-1.162	Q8IUS5
12113	-1.1626	-1.1626	Q96CX6
3158	-1.163	-1.163	P16410
7470	-1.163	-1.163	Q5JX69
466	-1.1637	-1.1637	B2RUY7
102	-1.164	-1.164	A4D1T9
13257	-1.164	-1.164	Q9BR11
14068	-1.164	-1.164	Q9H227
7663	-1.165	-1.165	Q5T7M9
15955	-1.165	-1.165	Q9UK10
11057	-1.1658	-1.1658	Q8TAK6
222	-1.166	-1.166	A6NGH8
681	-1.1665	-1.1665	O00526
1056	-1.167	-1.167	O15539
4143	-1.167	-1.167	P39086
10792	-1.168	-1.168	Q8NFY9
11475	-1.168	-1.168	Q8WW27
193	-1.169	-1.169	A6NEV1
4395	-1.169	-1.169	P47871
14197	-1.169	-1.169	Q9H427
12539	-1.1692	-1.1692	Q96L50
